Brief Identity,,,,,,,"Audience, Trigger & AI Intent",,,,,,,Writer Instructions & Scope,,,,,,"Cannibalization, Planned Support & Linking"
Plan ID,Core Authority Page,Core URL,Priority,Content Type,Evergreen Working Title / H1,Suggested URL,Primary Target Audience,Secondary Audience,Journey Stage,User Trigger / Problem,Primary Conversational AI Query,Supporting AI Queries,Primary Search / AI Intent,Required Opening Answer Direction,Answer Promise / Writing Objective,Recommended H2 Outline,Must Cover,Must Not Cover,Explicit Cannibalization Boundary,Closest Planned Page (Automated QA),Closest Planned URL (Automated QA),Planned Lexical Similarity (QA Only),Exact Planned Title Match?,Planned Pages Supported,Primary Internal Link
SM-03,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P0,Agreement-design Q&A,Can Arizona Spousal Maintenance Be Non-Modifiable?,/spousal-support-alimony-mediation/non-modifiable-spousal-maintenance/,Arizona spouses considering fixed maintenance terms and wanting long-term certainty,Couples reviewing a proposed agreement before signing,Bottom-funnel / high-consequence agreement design,The parties need to understand the difference between modifiable and non-modifiable terms and the risks of giving up future adjustment rights.,Can spouses agree that spousal maintenance will be non-modifiable in Arizona?,"What does non-modifiable maintenance mean?
Can non-modifiable support ever be changed?
What happens after job loss or disability?
Does non-modifiable support end on remarriage or death?",Current-law clarification + risk analysis,"Open with a 50–75 word direct answer to: “Can spouses agree that spousal maintenance will be non-modifiable in Arizona?” Then explain the concept, required precision, common risks, termination interactions, and why independent legal review is especially important.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain the concept, required precision, common risks, termination interactions, and why independent legal review is especially important.","Modifiable vs non-modifiable maintenance
How written agreements and decrees matter
Amount, duration, and termination terms
Changed circumstances that may not reopen a non-modifiable obligation
Death and remarriage considerations
Advantages to the paying spouse
Advantages to the receiving spouse
Risks to both sides
Security and payment reliability
Independent legal review and drafting precision
Questions to answer before choosing","Clear distinction between modification and termination
High-consequence scenarios
No assumption that standard terms apply
Independent legal review
Exact language matters","Sample enforceable clauses
A full modification guide
A promise that non-modifiable terms can never be challenged under any circumstance
Case-specific legal advice",Own the initial modifiable/non-modifiable choice. Spousal Maintenance Modification owns later changes; Termination or Reduction owns ending/reducing support; Independent Legal Review owns the review process.,#94 Arizona Spousal Maintenance Guidelines in Mediation,/spousal-support-alimony-mediation/arizona-spousal-maintenance-guidelines-in-mediation/,0.171,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#62 Spousal Maintenance Modification Mediation | /spousal-support-alimony-mediation/spousal-maintenance-modification-mediation/
#92 Spousal Maintenance Termination or Reduction Mediation | /spousal-support-alimony-mediation/spousal-maintenance-termination-or-reduction-mediation/
#44 Independent Legal Review After Mediation | /how-mediation-works/independent-legal-review-after-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-04,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P1,Healthcare cost planning guide,How Health Insurance and Medicare Costs Affect Spousal Maintenance Negotiations,/spousal-support-alimony-mediation/health-insurance-medicare-costs/,Arizona spouses approaching divorce where one spouse will lose employer coverage or has significant healthcare expenses,Gray-divorce and retirement-age couples,Mid- to bottom-funnel / budget planning,"The post-divorce budget is incomplete because premiums, deductibles, transition coverage, Medicare timing, and out-of-pocket costs have not been verified.",How do health insurance and Medicare costs affect spousal maintenance in Arizona?,"Can health insurance premiums be considered in maintenance?
What happens when a spouse loses employer coverage?
How does Medicare eligibility affect the budget?
Can support change if health costs increase?",Budget and support planning,"Open with a 50–75 word direct answer to: “How do health insurance and Medicare costs affect spousal maintenance in Arizona?” Then show how verified health-coverage costs fit the needs and affordability discussion without giving insurance or Medicare eligibility advice.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.",Show how verified health-coverage costs fit the needs and affordability discussion without giving insurance or Medicare eligibility advice.,"Why post-divorce coverage changes matter
Current coverage and loss date
Employer continuation, marketplace, and Medicare categories at a high level
Premiums, deductibles, prescriptions, and ongoing care
Timing gaps before Medicare eligibility
Health savings and tax considerations at a high level
Building the maintenance budget
Temporary vs long-term health costs
Review and modification considerations
When an insurance or benefits professional is needed","Verified premiums and out-of-pocket history
Coverage transition timing
Budget impact
No assumption that current employer coverage continues
Specialist referral","Selecting an insurance plan
Medicare eligibility advice
A general gray-divorce guide
A specific maintenance amount
Medical advice",Own healthcare-cost inputs in maintenance. Gray Divorce owns the whole later-life divorce; After Retirement owns retirement scenario; How Maintenance Is Calculated owns the complete framework.,#91 Spousal Maintenance After Retirement,/spousal-support-alimony-mediation/spousal-maintenance-after-retirement/,0.144,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#100 Gray Divorce Mediation | /divorce-mediation/gray-divorce-mediation/
#91 Spousal Maintenance After Retirement | /spousal-support-alimony-mediation/spousal-maintenance-after-retirement/
#60 Long-Term Spousal Maintenance Mediation | /spousal-support-alimony-mediation/long-term-spousal-maintenance-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-05,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P2,Federal-benefit coordination guide,How Divorced-Spouse Social Security Benefits Fit Into Spousal Maintenance Planning,/spousal-support-alimony-mediation/divorced-spouse-social-security-benefits/,Arizona spouses in long marriages approaching retirement who may qualify for divorced-spouse Social Security benefits,Gray-divorce couples comparing future income sources,Mid-funnel / retirement planning,"The spouses may overestimate, ignore, or misunderstand a future federal benefit when discussing retirement budgets and support.",How do divorced-spouse Social Security benefits affect spousal maintenance planning?,"Can an ex-spouse receive Social Security after a 10-year marriage?
Does claiming on an ex reduce the ex's benefit?
Should potential Social Security be included in a maintenance budget?
What if the benefit will not begin for years?",Federal benefit education + planning boundary,"Open with a 50–75 word direct answer to: “How do divorced-spouse Social Security benefits affect spousal maintenance planning?” Then explain eligibility at a high level and show how verified future benefit estimates can inform, but do not automatically determine, maintenance negotiations.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain eligibility at a high level and show how verified future benefit estimates can inform, but do not automatically determine, maintenance negotiations.","What divorced-spouse benefits are
Basic marriage-duration and age concepts
Independent entitlement and effect on the worker's benefit
When benefits may begin
Obtaining an official estimate
Current income vs future projected income
Interaction with retirement and maintenance planning
Uncertainty, timing, and review terms
Survivor benefits as a separate question
When SSA and legal advice are needed","Official SSA information
No personal benefit calculation
Timing uncertainty
Difference between federal benefit and Arizona maintenance
Use of verified estimates","A full Social Security claiming strategy
Tax advice
A promise that benefits replace maintenance
Military or pension division
Survivor benefits in depth",Own divorced-spouse Social Security context. Spousal Maintenance After Retirement owns the Arizona support question; Gray Divorce owns the broader scenario; Retirement Account Division owns marital assets.,#91 Spousal Maintenance After Retirement,/spousal-support-alimony-mediation/spousal-maintenance-after-retirement/,0.171,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#91 Spousal Maintenance After Retirement | /spousal-support-alimony-mediation/spousal-maintenance-after-retirement/
#100 Gray Divorce Mediation | /divorce-mediation/gray-divorce-mediation/
#60 Long-Term Spousal Maintenance Mediation | /spousal-support-alimony-mediation/long-term-spousal-maintenance-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-06,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P2,Support-security guide,Can Life Insurance Secure a Spousal Maintenance Agreement?,/spousal-support-alimony-mediation/life-insurance-to-secure-support/,Arizona spouses considering how future maintenance will be protected if the paying spouse dies,"Long-term, high-amount, or financially dependent maintenance recipients",Bottom-funnel / agreement implementation,"The parties understand the payment terms but have not addressed death risk, insurability, premiums, ownership, beneficiary rights, or monitoring.",Can life insurance be used to secure spousal maintenance?,"Who should own the policy?
How much coverage is appropriate?
How long should coverage continue?
What happens if premiums are not paid?",Agreement implementation and risk planning,"Open with a 50–75 word direct answer to: “Can life insurance be used to secure spousal maintenance?” Then explain life insurance as one possible security tool, the decisions required, and the difference between security and property ownership.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain life insurance as one possible security tool, the decisions required, and the difference between security and property ownership.","Why maintenance security may be discussed
Term vs permanent coverage at a high level
Existing vs new policy
Owner, insured, and beneficiary roles
Coverage amount and declining obligation
Duration and termination triggers
Premium responsibility
Proof of coverage and notice of lapse
Insurability and cost
Alternatives to life insurance
Independent legal and insurance review","Role distinctions
Coverage tied to remaining obligation
Monitoring process
Insurability before promising coverage
Property cash value as a separate issue","Recommending a policy or insurer
Insurance underwriting advice
Life-insurance cash value as property
Sample legal clauses
A promise that insurance is always required",Own life insurance as support security. Property content owns cash value; Termination/Reduction owns ending support; Drafting Agreements owns the full settlement document.,#91 Spousal Maintenance After Retirement,/spousal-support-alimony-mediation/spousal-maintenance-after-retirement/,0.157,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#94 Arizona Spousal Maintenance Guidelines in Mediation | /spousal-support-alimony-mediation/arizona-spousal-maintenance-guidelines-in-mediation/
#62 Spousal Maintenance Modification Mediation | /spousal-support-alimony-mediation/spousal-maintenance-modification-mediation/
#54 Financial Disclosure in Divorce Mediation | /property-division-mediation/financial-disclosure-in-divorce-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-07,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P0,Payment-structure guide,How Step-Down Spousal Maintenance Schedules Work in Arizona,/spousal-support-alimony-mediation/step-down-spousal-maintenance/,Arizona spouses considering support that decreases as the receiving spouse becomes more self-sufficient,"Couples with predictable milestones such as training completion, full-time work, or retirement",Bottom-funnel / agreement design,"A single flat monthly amount may not fit the expected transition, but a step-down structure can create legal and practical complexity.",Can Arizona spousal maintenance decrease over time in a step-down schedule?,"What is a step-down maintenance award?
Can support decrease after a job or education milestone?
Must each step stay within the guideline range?
What happens if the milestone is missed?",Current-law payment-structure explanation,"Open with a 50–75 word direct answer to: “Can Arizona spousal maintenance decrease over time in a step-down schedule?” Then explain how declining payment phases may be designed, what current guidelines require, and why milestone assumptions need careful drafting and review.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain how declining payment phases may be designed, what current guidelines require, and why milestone assumptions need careful drafting and review.","What a step-down schedule is
Why couples consider it
Current guideline amount and duration constraints
Time-based vs milestone-based reductions
Each phase and guideline compliance
Income and self-sufficiency assumptions
Missed or delayed milestones
Modifiability and review terms
Budget testing for both spouses
Drafting precision and independent review","Current 2025 guidelines
Each phase evaluated separately
Clear dates or objective triggers
Risk analysis for both parties
Difference from a lump sum","A full calculation tutorial
A lump-sum maintenance guide
Sample binding clauses
A guarantee that every step-down proposal will be accepted",Own declining payment structures. How Maintenance Is Calculated owns the full framework; Rehabilitative Maintenance remains a core FAQ; Lump-Sum remains a separate FAQ.,#94 Arizona Spousal Maintenance Guidelines in Mediation,/spousal-support-alimony-mediation/arizona-spousal-maintenance-guidelines-in-mediation/,0.196,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#88 How Spousal Maintenance Is Calculated in Arizona | /spousal-support-alimony-mediation/how-spousal-maintenance-is-calculated-in-arizona/
#240 Rehabilitative Spousal Maintenance Mediation | No standalone URL — include as FAQ on /spousal-support-alimony-mediation/
#62 Spousal Maintenance Modification Mediation | /spousal-support-alimony-mediation/spousal-maintenance-modification-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-08,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P1,Rehabilitation planning guide,Career Retraining and Education Plans in Spousal Maintenance Mediation,/spousal-support-alimony-mediation/career-retraining-education-plan/,Arizona spouses discussing maintenance to support a realistic return to work or higher earning capacity,Stay-at-home spouses and career-interrupted spouses,Mid- to bottom-funnel / rehabilitative planning,"The parties agree self-sufficiency matters but need a credible plan, cost estimate, timeline, and accountability framework.",How can career retraining or education be addressed in spousal maintenance mediation?,"Can maintenance help pay for education or job training?
How long should retraining support last?
What proof of a career plan is reasonable?
What if the program takes longer than expected?",Self-sufficiency plan design,"Open with a 50–75 word direct answer to: “How can career retraining or education be addressed in spousal maintenance mediation?” Then show how to turn a vague promise to 'become self-supporting' into a documented, realistic transition plan without guaranteeing employment.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Show how to turn a vague promise to 'become self-supporting' into a documented, realistic transition plan without guaranteeing employment.","Why a self-sufficiency plan matters
Current education and work history
Target occupation and labor-market reality
Program length, admission, and cost
Childcare, transportation, and technology costs
Part-time work during training
Milestones and progress review
Maintenance amount/duration relationship
Contingencies for delay or program change
Independent career and legal advice","Specific, verifiable plan
Reasonable costs
Labor-market evidence
Milestones without punitive control
Budget impact
No guarantee of outcome","Choosing a school or career for the spouse
A complete stay-at-home spouse article
Vocational evaluation procedure
A promise that education costs are separately awarded",Own the retraining plan. Rehabilitative Maintenance remains a general FAQ; Stay-at-Home Spouse owns that audience; Guidelines owns legal calculation.,#59 Temporary Spousal Maintenance Mediation,/spousal-support-alimony-mediation/temporary-spousal-maintenance-mediation/,0.219,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#136 Stay-at-Home Spouse Divorce Mediation | /spousal-support-alimony-mediation/stay-at-home-spouse-divorce-mediation/
#240 Rehabilitative Spousal Maintenance Mediation | No standalone URL — include as FAQ on /spousal-support-alimony-mediation/
#94 Arizona Spousal Maintenance Guidelines in Mediation | /spousal-support-alimony-mediation/arizona-spousal-maintenance-guidelines-in-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-09,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P1,Variable-compensation guide,"Bonuses, Commissions, and Stock Compensation in Spousal Maintenance Discussions",/spousal-support-alimony-mediation/bonuses-commissions-stock-compensation/,"Arizona spouses where one or both incomes include bonuses, commissions, RSUs, stock options, or other variable compensation",High-income and executive households,Mid- to bottom-funnel / complex income analysis,"A single pay-stub figure does not show recurring compensation, vesting, timing, or the difference between income and property.","How are bonuses, commissions, and stock compensation handled in Arizona spousal maintenance?","Do annual bonuses count as maintenance income?
How are commissions averaged?
Are RSUs income or property?
Can support include a percentage of future bonuses?",Income classification + agreement design,"Open with a 50–75 word direct answer to: “How are bonuses, commissions, and stock compensation handled in Arizona spousal maintenance?” Then explain the questions that must be answered before variable compensation can be used in a maintenance analysis, while separating income from property division.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain the questions that must be answered before variable compensation can be used in a maintenance analysis, while separating income from property division.","Types of variable compensation
Recurring vs one-time payments
Historical averaging and current expectations
Bonuses and commissions
RSUs, stock options, and vesting
Income vs marital property distinction
Tax and withholding effects at a high level
Documentation to gather
Fixed, percentage, or true-up concepts
Risk allocation and review
Need for legal, tax, and compensation expertise","Compensation documents
Time horizon and recurrence
Income/property separation
Clear true-up method if used
Tax and valuation boundaries","Stock-option property division in depth
Business-owner income
A personal calculation
Tax advice
A promise that all variable pay is included",Own variable compensation in maintenance. Stock Options and RSUs owns property division; High-Income Maintenance owns the broader audience; Self-Employed Maintenance owns business income.,#90 High-Income Spousal Maintenance Mediation,/spousal-support-alimony-mediation/high-income-spousal-maintenance-mediation/,0.174,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#90 High-Income Spousal Maintenance Mediation | /spousal-support-alimony-mediation/high-income-spousal-maintenance-mediation/
#61 Spousal Maintenance for Self-Employed Spouses | /spousal-support-alimony-mediation/spousal-maintenance-for-self-employed-spouses/
#167 Stock Options and RSUs in Divorce Mediation | /property-division-mediation/stock-options-and-rsus-in-divorce-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
SM-10,Spousal Maintenance Mediation,/spousal-support-alimony-mediation/,P1,Budget preparation guide,How to Document Reasonable Needs for Spousal Maintenance Mediation,/spousal-support-alimony-mediation/documenting-reasonable-needs/,Arizona spouses preparing a maintenance request or response and building post-divorce budgets,Couples who disagree because one budget appears inflated or incomplete,Mid- to bottom-funnel / preparation and evidence,"The parties have income records but lack a credible, consistent picture of housing, healthcare, debt, and ordinary post-divorce expenses.",How should I document my reasonable needs for spousal maintenance mediation?,"What expenses should be in a maintenance budget?
Should I use current marital spending or a post-divorce estimate?
What documents support the budget?
How do we handle expenses that will change after moving?",Financial preparation and evidence,"Open with a 50–75 word direct answer to: “How should I document my reasonable needs for spousal maintenance mediation?” Then give both spouses a neutral method for building and testing realistic post-divorce budgets without arguing for a particular legal outcome.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.",Give both spouses a neutral method for building and testing realistic post-divorce budgets without arguing for a particular legal outcome.,"Purpose of the needs budget
Current spending vs projected post-divorce costs
Housing and utilities
Healthcare and insurance
Food, transportation, and personal expenses
Debt payments and property-related expenses
Child expenses and avoiding double counting
Education or retraining costs
One-time move and setup expenses
Documentation standards
Scenario testing and affordability
How mediation reconciles competing budgets","Consistent categories for both spouses
Evidence and assumptions
Avoiding child-support double counting
Future housing realism
One-time vs recurring costs
Budget sensitivity","A full calculator tutorial
A legal definition of every reasonable expense
Lifestyle shaming
Personal financial advice
A guaranteed maintenance amount",Own budget evidence and preparation. How Maintenance Is Calculated owns the legal framework; Stay-at-Home Spouse owns that audience; Financial Disclosure owns broad asset/income disclosure.,#90 High-Income Spousal Maintenance Mediation,/spousal-support-alimony-mediation/high-income-spousal-maintenance-mediation/,0.245,No,"#9 Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
#88 How Spousal Maintenance Is Calculated in Arizona | /spousal-support-alimony-mediation/how-spousal-maintenance-is-calculated-in-arizona/
#136 Stay-at-Home Spouse Divorce Mediation | /spousal-support-alimony-mediation/stay-at-home-spouse-divorce-mediation/
#54 Financial Disclosure in Divorce Mediation | /property-division-mediation/financial-disclosure-in-divorce-mediation/",Spousal Maintenance Mediation | /spousal-support-alimony-mediation/
PD-01,Property and Debt Division Mediation,/property-division-mediation/,P1,Asset-and-debt scenario guide,How to Divide Vehicles With Loans or Leases in Divorce Mediation,/property-division-mediation/dividing-vehicles-loans-leases/,"Arizona spouses who own, finance, or lease cars, motorcycles, recreational vehicles, or work vehicles","Business owners or parents whose vehicle choice affects work, school transportation, or household budgets",Mid- to bottom-funnel / property negotiation,"One spouse wants to keep a vehicle, but title, loan, lease, equity, insurance, and payment responsibility do not align.",How do spouses divide cars with loans or leases in divorce mediation?,"Who is responsible for a car loan after divorce?
Can a leased vehicle be transferred to one spouse?
How is negative equity handled?
What if both names are on the title but only one is on the loan?
Can one spouse keep a motorcycle or recreational vehicle?",Practical division of a financed or leased vehicle,"Open with a 50–75 word direct answer to: “How do spouses divide cars with loans or leases in divorce mediation?” Then explain the separate decisions involving ownership, title, lender liability, equity, insurance, possession, and transfer deadlines so spouses can negotiate a workable package.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Explain the separate decisions involving ownership, title, lender liability, equity, insurance, possession, and transfer deadlines so spouses can negotiate a workable package.","Start with the five separate vehicle questions: possession, ownership, debt, equity, and insurance
How to document current value and payoff
Positive equity vs negative equity
Joint title and joint loan combinations
Lease transfer, buyout, or return options
Refinancing and lender approval
Insurance and registration after separation
Work vehicles and business-use vehicles
Temporary use before the decree
Checklist of documents to bring to mediation","Difference between title ownership and contractual loan liability
Current payoff and market value
Negative equity
Lease restrictions
Transfer and refinance deadlines
Insurance continuity
Written responsibility for payments until transfer is complete","A full debt-division guide
A general property inventory
Vehicle valuation methodology
DMV or lender guarantees
Tax advice
Repossession strategy","Own only vehicle-specific ownership, financing, lease, and transfer decisions. Debt Division owns general liabilities; Financial Disclosure owns the full document exchange; Property Division Worksheet owns the complete asset inventory.",#54 Financial Disclosure in Divorce Mediation,/property-division-mediation/financial-disclosure-in-divorce-mediation/,0.059,No,"#10 Property and Debt Division Mediation | /property-division-mediation/
#84 Debt Division Mediation | /property-division-mediation/debt-division-mediation/
#54 Financial Disclosure in Divorce Mediation | /property-division-mediation/financial-disclosure-in-divorce-mediation/
#133 Property Division Worksheet | /property-division-mediation/property-division-worksheet/",Property and Debt Division Mediation | /property-division-mediation/
PD-02,Property and Debt Division Mediation,/property-division-mediation/,P1,Education-savings asset guide,How to Divide 529 Plans and Education Savings Accounts in Divorce,/property-division-mediation/dividing-529-education-savings/,"Arizona parents who funded a 529 plan, Coverdell account, or other education savings during marriage",High-asset couples and parents negotiating future education responsibilities,Mid-funnel / asset control and future-planning,"The parents agree the money should benefit the child but disagree about account ownership, control, contributions, or future withdrawals.",How are 529 plans divided in divorce?,"Who owns a 529 plan after divorce?
Can the account owner or beneficiary be changed?
How can parents prevent one person from misusing education savings?
Should future contributions be included in the agreement?
What happens if the child does not use the funds?","Ownership, control, protection, and future use of education-savings accounts","Open with a 50–75 word direct answer to: “How are 529 plans divided in divorce?” Then help parents separate the account's legal ownership from its intended purpose and identify the decisions needed to preserve education funds.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.",Help parents separate the account's legal ownership from its intended purpose and identify the decisions needed to preserve education funds.,"Why a 529 is not simply the child's bank account
Account owner, beneficiary, successor owner, and authorized access
Current balance and contribution history
Options for one account vs separate accounts
Rules for changing ownership or beneficiary
Qualified withdrawals and record sharing
Future contributions after divorce
Unused funds and beneficiary changes
Tax and financial-aid questions requiring expert review
Agreement-monitoring provisions","Ownership and control
Beneficiary designation
Successor owner
Access to statements
Withdrawal documentation
Future contribution expectations
Tax-review boundary
Contingency planning if the child does not attend college","A general child-expense agreement
College-cost obligations after child support ends
A full tax guide
Investment recommendations
A complete high-asset property page",Own education-savings account ownership and control as marital property. Post-Decree college-cost content owns later voluntary contributions; Child Support owns current support obligations; High-Asset Property owns the broader complex estate.,#57 Retirement Account Division Mediation,/property-division-mediation/retirement-account-division-mediation/,0.031,No,"#10 Property and Debt Division Mediation | /property-division-mediation/
#53 High-Asset Property Division Mediation | /property-division-mediation/high-asset-property-division-mediation/
#54 Financial Disclosure in Divorce Mediation | /property-division-mediation/financial-disclosure-in-divorce-mediation/
#7 Parenting Plan Mediation | /parenting-plan-mediation/",Property and Debt Division Mediation | /property-division-mediation/
PD-03,Property and Debt Division Mediation,/property-division-mediation/,P0,Emerging digital-property guide,"Digital Property Beyond Cryptocurrency: Domains, Rewards, Photos, and Online Accounts",/property-division-mediation/digital-property-beyond-cryptocurrency/,"Arizona spouses with online businesses, domain names, monetized accounts, reward points, shared cloud libraries, digital subscriptions, or valuable account access","Business owners, creators, frequent travelers, and high-asset couples",Top- to mid-funnel / asset identification,"The couple has digital assets or accounts that do not fit neatly into real estate, bank accounts, or cryptocurrency.",What digital property should spouses address in divorce besides cryptocurrency?,"Are domain names marital property?
Who keeps airline miles or credit-card rewards?
How should shared cloud photos be handled?
Can social-media or creator accounts be divided?
What happens to digital subscriptions and online-business accounts?","Identify, classify, preserve, value, and transfer non-crypto digital property","Open with a 50–75 word direct answer to: “What digital property should spouses address in divorce besides cryptocurrency?” Then give spouses a practical inventory of overlooked digital property and explain the decisions required for ownership, access, value, privacy, and transfer.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.","Give spouses a practical inventory of overlooked digital property and explain the decisions required for ownership, access, value, privacy, and transfer.","What counts as digital property beyond cryptocurrency
Domains, websites, and monetized accounts
Loyalty points, airline miles, and rewards
Cloud photos, family archives, and digital libraries
App stores, subscriptions, and purchased licenses
Creator, marketplace, and advertising accounts
Online-business access and administrator roles
Transferability and platform terms
Password and privacy safeguards
Valuation and expert-review triggers
Digital-property disclosure checklist","Distinction between asset value and mere account access
Platform transfer restrictions
Privacy and password security
Preservation of family photos and records
Business-use accounts
Reward-program rules
Need for expert valuation when revenue is involved","Cryptocurrency ownership and tracing
A full business valuation
Hidden-asset investigation tactics
Instructions for bypassing passwords or account security
Cybersecurity exploitation
A generic financial-disclosure checklist",Own non-cryptocurrency digital property. Cryptocurrency Asset Division owns tokens and wallets; Business Owner Divorce owns business valuation and ownership; Hidden Assets owns disclosure concerns.,#170 Divorce Mediation With Real Estate,/property-division-mediation/divorce-mediation-with-real-estate/,0.155,No,"#10 Property and Debt Division Mediation | /property-division-mediation/
#197 Cryptocurrency Asset Division Mediation | /property-division-mediation/cryptocurrency-asset-division-mediation/
#52 Business Owner Divorce Mediation | /property-division-mediation/business-owner-divorce-mediation/
#195 Hidden Assets and Financial Transparency in Mediation | /property-division-mediation/hidden-assets-and-financial-transparency-in-mediation/",Property and Debt Division Mediation | /property-division-mediation/
PD-04,Property and Debt Division Mediation,/property-division-mediation/,P0,Home-financing issue guide,How to Handle Solar Panel Loans or Leases When Dividing the Family Home,/property-division-mediation/solar-panel-loans-leases-divorce/,"Arizona homeowners divorcing with financed, leased, or PACE-funded solar equipment","Couples considering a home sale, buyout, refinance, or continued co-ownership",Mid- to bottom-funnel / home disposition,"The home cannot be evaluated or transferred cleanly because the solar agreement may create a loan, lease, lien, transfer condition, or ongoing payment.",What happens to a solar panel loan or lease during divorce?,"Does the solar debt stay with the house?
Can a solar lease be transferred during a divorce buyout?
How does solar financing affect refinancing or selling the home?
What is a PACE assessment?
What documents should spouses review?","Coordinate solar financing with home value, mortgage, title, sale, and buyout decisions","Open with a 50–75 word direct answer to: “What happens to a solar panel loan or lease during divorce?” Then show spouses how to identify the contract type and integrate its obligations into the broader home-division decision.. State the main limitation, condition, or expert boundary immediately. Do not begin with a generic definition of divorce or mediation.",Show spouses how to identify the contract type and integrate its obligations into the broader home-division decision.,"Why solar ownership and solar financing are separate questions
Identify cash purchase, loan, lease, power-purchase agreement, or PACE assessment
Contract holder and property connection
Current payoff, transfer, and termination terms
Possible title or lien issues
Effect on sale, buyout, and refinance timing
Who pays during the transition
How appraisers and buyers may view the system
Documents to request from the provider
Questions for the lender, title company, realtor, and tax professional","Contract-type identification
Transfer restrictions
Payoff and remaining term
Connection to title or property tax
Home-sale and refinance implications
Responsibility during transition
Need to verify provider-specific terms","A full family-home division guide
Solar investment return estimates
Tax-credit advice
A mortgage-refinance tutorial
A promise that a provider will approve a transfer",Own only solar-equipment financing and transfer. Dividing the Family Home owns sale/buyout choices; Mortgage Refinance owns refinancing; Debt Division owns general liability allocation.,#55 Dividing the Family Home in Mediation,/property-division-mediation/dividing-the-family-home-in-mediation/,0.158,No,"#10 Property and Debt Division Mediation | /property-division-mediation/
#55 Dividing the Family Home in Mediation | /property-division-mediation/dividing-the-family-home-in-mediation/
#56 House Buyout Mediation | /property-division-mediation/house-buyout-mediation/
#165 Mortgage Refinance and Divorce Mediation | /property-division-mediation/mortgage-refinance-and-divorce-mediation/",Property and Debt Division Mediation | /property-division-mediation/
