path,title,h1,word_count,template_family,canonical,meta_robots
/locations/arizona/avondale/,"Avondale, AZ - Divorce Mediators | Arizona's Divorce Experts","['Avondale, Arizona Divorce Mediators']",3045,city,https://auritmediation.com/locations/arizona/avondale/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/buckeye/,"Buckeye, AZ - Divorce Mediators | Arizona's Divorce Experts","['Buckeye, Arizona Divorce Mediators']",3252,city,https://auritmediation.com/locations/arizona/buckeye/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/casa-grande/,"Casa Grande, AZ - Divorce Mediators | Arizona's Divorce Experts","['Casa Grande, Arizona Divorce Mediators']",3255,city,https://auritmediation.com/locations/arizona/casa-grande/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/chandler/,"Chandler, AZ - Divorce Mediators | Arizona's Divorce Experts","['Chandler, Arizona Divorce Mediators']",3478,city,https://auritmediation.com/locations/arizona/chandler/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/el-mirage/,"El Mirage, AZ - Divorce Mediators | Arizona's Divorce Experts","['El Mirage, Arizona Divorce Mediators']",3367,city,https://auritmediation.com/locations/arizona/el-mirage/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/flagstaff/,"Flagstaff, AZ - Divorce Mediators | Arizona's Divorce Experts","['Flagstaff, Arizona Divorce Mediators']",3435,city,https://auritmediation.com/locations/arizona/flagstaff/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/fountain-hills/,"Fountain Hills, AZ - Divorce Mediators | Arizona's Divorce Experts","['Fountain Hills, Arizona Divorce Mediators']",3317,city,https://auritmediation.com/locations/arizona/fountain-hills/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/gilbert/,"Gilbert, AZ - Divorce Mediators | Arizona's Divorce Experts","['Gilbert, Arizona Divorce Mediators']",3447,city,https://auritmediation.com/locations/arizona/gilbert/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/glendale/,"Glendale, AZ - Divorce Mediators | Arizona's Divorce Experts","['Glendale, Arizona Divorce Mediators']",3460,city,https://auritmediation.com/locations/arizona/glendale/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/goodyear/,"Goodyear, AZ - Divorce Mediators | Arizona's Divorce Experts","['Goodyear, Arizona Divorce Mediators']",3329,city,https://auritmediation.com/locations/arizona/goodyear/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/lake-havasu-city/,"Lake Havasu City, AZ - Divorce Mediators | Arizona's Divorce Experts","['Lake Havasu City, Arizona Divorce Mediators']",3446,city,https://auritmediation.com/locations/arizona/lake-havasu-city/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/marana/,"Marana, AZ - Divorce Mediators | Arizona's Divorce Experts","['Marana, Arizona Divorce Mediators']",3288,city,https://auritmediation.com/locations/arizona/marana/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/maricopa/,"Maricopa, AZ - Divorce Mediators | Arizona's Divorce Experts","['Maricopa, Arizona Divorce Mediators']",3385,city,https://auritmediation.com/locations/arizona/maricopa/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/mesa/,"Mesa, AZ - Divorce Mediators | Arizona's Divorce Experts","['Mesa, Arizona Divorce Mediators']",3403,city,https://auritmediation.com/locations/arizona/mesa/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/paradise-valley/,"Paradise Valley, AZ - Divorce Mediators | Arizona's Divorce Experts","['Paradise Valley, Arizona Divorce Mediators']",3560,city,https://auritmediation.com/locations/arizona/paradise-valley/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/peoria/,"Peoria, AZ - Divorce Mediators | Arizona's Divorce Experts","['Peoria, Arizona Divorce Mediators']",3436,city,https://auritmediation.com/locations/arizona/peoria/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/phoenix/,"Phoenix, AZ - Divorce Mediators | Arizona's Divorce Experts","['Phoenix, Arizona Divorce Mediators']",3569,city,https://auritmediation.com/locations/arizona/phoenix/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/prescott/,"Prescott, AZ - Divorce Mediators | Arizona's Divorce Experts","['Prescott, Arizona Divorce Mediators']",3219,city,https://auritmediation.com/locations/arizona/prescott/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/queen-creek/,"Queen Creek, AZ - Divorce Mediators | Arizona's Divorce Experts","['Queen Creek, Arizona Divorce Mediators']",2696,city,https://auritmediation.com/locations/arizona/queen-creek/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/san-tan-valley/,San Tan Valley,"['San Tan Valley, Arizona Divorce Mediators']",3332,city,https://auritmediation.com/locations/arizona/san-tan-valley/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/scottsdale/,"Scottsdale, AZ Divorce Mediators | Aurit Center for Divorce Mediation","['Scottsdale, Arizona Divorce Mediators']",2385,city,https://auritmediation.com/locations/arizona/scottsdale/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/sedona/,"Sedona, AZ - Divorce Mediators | Arizona's Divorce Experts","['Sedona, Arizona Divorce Mediators']",3406,city,https://auritmediation.com/locations/arizona/sedona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/sierra-vista/,"Sierra Vista, AZ - Divorce Mediators | Arizona's Divorce Experts","['Sierra Vista, Arizona Divorce Mediators']",3349,city,https://auritmediation.com/locations/arizona/sierra-vista/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/sun-city/,"Sun City, AZ - Divorce Mediators | Arizona's Divorce Experts","['Sun City, Arizona Divorce Mediators']",3494,city,https://auritmediation.com/locations/arizona/sun-city/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/surprise/,"Surprise, AZ - Divorce Mediators | Arizona's Divorce Experts","['Surprise, Arizona Divorce Mediators']",3497,city,https://auritmediation.com/locations/arizona/surprise/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/tempe/,"Tempe, AZ - Divorce Mediators | Arizona's Divorce Experts","['Tempe, Arizona Divorce Mediators']",3447,city,https://auritmediation.com/locations/arizona/tempe/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/tucson/,"Tucson, AZ - Divorce Mediators | Arizona's Divorce Experts","['Tucson, Arizona Divorce Mediators']",3448,city,https://auritmediation.com/locations/arizona/tucson/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/locations/arizona/yuma/,"Yuma, AZ - Divorce Mediators | Arizona's Divorce Experts","['Yuma, Arizona Divorce Mediators']",3168,city,https://auritmediation.com/locations/arizona/yuma/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/lp/child-custody/,Child Custody | Aurit Mediation,"['Talk with an Child Custody Mediator at No Cost, Today']",1416,unknown,,"nofollow, noindex"
/married-but-separated/,Married but Separated: A Complete Guide,['Married but Separated: A Complete Guide'],2257,post,https://auritmediation.com/married-but-separated/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/mediation-readiness/,Are You Ready for Divorce Mediation? | The Aurit Center for Divorce Mediation,['Divorce Mediation Checklist'],1165,page,https://auritmediation.com/mediation-readiness/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/meet/,Free consultation location | The Aurit Center for Divorce Mediation,['Free 1-hour Online Consultation'],231,unknown,,"nofollow, noindex"
/michael-aurit-joins-faculty-at-asu-law-schools-lodestar-dispute-resolution-center/,Michael Aurit Joins Faculty at ASU Law School’s Lodestar Dispute Resolution Center,['Michael Aurit Joins Faculty at ASU Law School’s Lodestar Dispute Resolution Center'],725,post,https://auritmediation.com/michael-aurit-joins-faculty-at-asu-law-schools-lodestar-dispute-resolution-center/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/most-trusted-arizona-mediators-aurit-center/,Comparing Arizona Mediators: The Aurit Center Advantage,['Comparing Arizona Mediators: The Aurit Center Advantage'],2068,post,https://auritmediation.com/most-trusted-arizona-mediators-aurit-center/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/my-account/,My account | The Aurit Center for Divorce Mediation,"[""Arizona's Leading Divorce Mediators""]",231,page,https://auritmediation.com/my-account/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/navigating-business-ownership-divorce-mediation/,Business Owner Divorce in Arizona | The Aurit Center for Divorce Mediation,['Business Ownership in Arizona Divorce Mediation'],1776,post,https://auritmediation.com/navigating-business-ownership-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/new-child-custody-law-arizona/,Arizona Courts to Divorced Parents: ‘Agree or Lose Your Rights’ The New Legal Decision-Making (Child Custody) Law in Arizona,['Arizona Courts to Divorced Parents: ‘Agree or Lose Your Rights’ The New Legal Decision-Making (Child Custody) Law in Arizona'],1694,post,https://auritmediation.com/new-child-custody-law-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/online-divorce-in-arizona-guide/,Online Divorce in Arizona Guide: 4 Steps to Embrace New Beginnings,['Online Divorce in Arizona Guide: Simplify Your Life'],6352,post,https://auritmediation.com/online-divorce-in-arizona-guide/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/online-divorce-mediation-arizona-out-of-state/,Benefits of Online Mediation for Out-of-State Arizona Divorces,['Benefits of Online Mediation for Out-of-State Arizona Divorces'],1928,post,https://auritmediation.com/online-divorce-mediation-arizona-out-of-state/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/online-divorce-mediation-how-virtual-meetings-work/,Online Divorce Mediation: How Virtual Meetings Work,['Online Divorce Mediation: How Virtual Meetings Work'],1613,post,https://auritmediation.com/online-divorce-mediation-how-virtual-meetings-work/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/parenting-plan-mediation/,Parenting Plan Mediation in Arizona | Aurit Mediation,['Parenting Plan Mediation in Arizona'],2253,page,https://auritmediation.com/parenting-plan-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/parenting-time-schedules/,Parenting Time Schedules: Creative Solutions for Your Kids,['Parenting Time Schedules: Creative Solutions for Your Kids'],1932,post,https://auritmediation.com/parenting-time-schedules/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/paternity-mediation/,Paternity Mediation in Arizona | Aurit Mediation,['Paternity Mediation in Arizona'],1280,page,https://auritmediation.com/paternity-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/payment-confirmation/,Payment Confirmation | The Aurit Center for Divorce Mediation,"[""Arizona's Leading Divorce Mediators""]",231,page,https://auritmediation.com/payment-confirmation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/payment-failed/,Payment Failed,"[""Arizona's Leading Divorce Mediators""]",231,page,https://auritmediation.com/payment-failed/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/payment-plans-with-splitit/,Aurit Center Offers 0% – 12 moPayment Plans: Becomes First in Nation to Partner with Splitit,['Aurit Center Offers 0% – 12 moPayment Plans: Becomes First in Nation to Partner with Splitit'],832,post,https://auritmediation.com/payment-plans-with-splitit/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/positive-communication-tips-for-successful-co-parents/,Co-Parenting Communication Tips | The Aurit Center for Divorce Mediation,['Positive Communication Tips for Successful Co-Parenting'],1557,post,https://auritmediation.com/positive-communication-tips-for-successful-co-parents/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/post-decree-mediation/,Post-Decree Mediation in Arizona | Aurit Mediation,['Post-Decree Mediation in Arizona'],2343,page,https://auritmediation.com/post-decree-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/pricing/,Divorce Mediation Pricing | The Aurit Center for Divorce Mediation,['Flat-Fee Pricing'],1373,page,https://auritmediation.com/pricing/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/property-division-mediation/,Property Division Mediation in Arizona | The Aurit Center for Divorce Mediation,['Arizona Property Division Mediation'],1677,page,https://auritmediation.com/property-division-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/protecting-children-divorce-mediation/,Protecting Children During Divorce | The Aurit Center for Divorce Mediation,['Protecting Children During Divorce: The Arizona Mediation Approach'],1643,post,https://auritmediation.com/protecting-children-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/protecting-kids-during-divorce-research/,50 Years of Research: Protecting Your Kids During Divorce,['50 Years of Research: Protecting Your Kids During Divorce'],2331,post,https://auritmediation.com/protecting-kids-during-divorce-research/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/reasons-against-sole-custody-arizona/,Sole Custody in Arizona: 7 Reasons Why it May Not Be Best for Your Children,['Sole Custody in Arizona: 7 Reasons Why it May Not Be Best for Your Children'],2114,post,https://auritmediation.com/reasons-against-sole-custody-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/refer-divorce-mediation/,How to Refer Someone to Divorce Mediation: A Gentle Guide,['How to Refer Someone to Divorce Mediation: A Gentle Guide'],1340,post,https://auritmediation.com/refer-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/referral/,Divorce Mediation Referral Program | The Aurit Center for Divorce Mediation,['Join Our Divorce Mediation Referral Program'],1827,page,https://auritmediation.com/referral/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/reviews/,Honest Reviews of Divorce Mediation for Parents,['Honest Reviews'],1177,page,https://auritmediation.com/reviews/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/self-care-during-divorce-loving-yourself/,Self-Care During Divorce Guide | The Aurit Center for Divorce Mediation,['Self-Care During Divorce: Loving Yourself'],1686,post,https://auritmediation.com/self-care-during-divorce-loving-yourself/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/sesame-street-divorce-resources/,The Best Thing for Divorce…Sesame Street? (And How It Helps Kids),['The Best Thing for Divorce…Sesame Street? (And How It Helps Kids)'],1991,post,https://auritmediation.com/sesame-street-divorce-resources/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/shop/,Shop | The Aurit Center for Divorce Mediation,"[""Arizona's Leading Divorce Mediators""]",231,page,https://auritmediation.com/shop/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/should-we-delay-our-divorce-for-the-holidays/,Should We Delay Our Divorce For the Holidays? A Guide to Making the Best Choice for Your Family,['Should We Delay Our Divorce For the Holidays? A Guide to Making the Best Choice for Your Family'],1770,post,https://auritmediation.com/should-we-delay-our-divorce-for-the-holidays/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/spousal-support-alimony-mediation/,Spousal Support (Alimony) Mediation in Arizona | The Aurit Center for Divorce Mediation,['Spousal Support (Alimony) Mediation in Arizona'],2692,page,https://auritmediation.com/spousal-support-alimony-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/spousal-support-alimony-mediation/calculator/,Arizona Alimony Calculator | Aurit Mediation,['Arizona Alimony Calculator'],1750,page,https://auritmediation.com/spousal-support-alimony-mediation/calculator/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/stages-of-divorce-grief/,A Guide to the Stages of Divorce Grief,['A Guide to the Stages of Divorce Grief'],2097,post,https://auritmediation.com/stages-of-divorce-grief/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/stay-at-home-mom-divorce/,A Divorce Guide for Stay-at-Home Moms,['A Divorce Guide for Stay-at-Home Moms'],1774,post,https://auritmediation.com/stay-at-home-mom-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/step-by-step-divorce-mediation-process-arizona/,Step-by-Step Guide to Divorce Mediation in Arizona,['Step-by-Step Guide to Divorce Mediation in Arizona'],2189,post,https://auritmediation.com/step-by-step-divorce-mediation-process-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/talk-with-your-spouse-about-divorce-mediation/,How to Talk With Your Spouse About Divorce Mediation,['How to Talk With Your Spouse About Divorce Mediation'],2066,post,https://auritmediation.com/talk-with-your-spouse-about-divorce-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/talking-to-your-spouse-about-drug-use/,How to Talk to Your Spouse About Drugs: A Caring Guide,['A Loving Guide: How to Talk with Your Spouse About Their Drug Use'],2201,post,https://auritmediation.com/talking-to-your-spouse-about-drug-use/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/talking-with-your-spouse-about-in-laws/,A Mediator’s Guide to Talking with Your Spouse About In-laws and Extended Family,['A Mediator’s Guide to Talking with Your Spouse About In-laws and Extended Family'],1979,post,https://auritmediation.com/talking-with-your-spouse-about-in-laws/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/talking-with-your-spouse-after-betrayal/,Expert Guidance for Talking with your Spouse After Betrayal,['Expert Guidance for Talking with your Spouse After Betrayal'],2821,post,https://auritmediation.com/talking-with-your-spouse-after-betrayal/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/andrew-weber/,Andrew Weber | The Aurit Center for Divorce Mediation,['Andrew Weber'],282,team-member,https://auritmediation.com/team/andrew-weber/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/jane-mcwilliams/,Jane McWilliams | The Aurit Center for Divorce Mediation,['Jane McWilliams'],226,team-member,https://auritmediation.com/team/jane-mcwilliams/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/jovana-sagovnovic/,Jovana Šagovnović | The Aurit Center for Divorce Mediation,['Jovana Šagovnović'],226,team-member,https://auritmediation.com/team/jovana-sagovnovic/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/karen-aurit/,Karen Aurit | The Aurit Center for Divorce Mediation,['Karen Aurit'],298,team-member,https://auritmediation.com/team/karen-aurit/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/kennedy-winkfield/,Kennedy Winkfield | The Aurit Center for Divorce Mediation,['Kennedy Winkfield'],226,team-member,https://auritmediation.com/team/kennedy-winkfield/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/michael-aurit/,Michael Aurit | The Aurit Center for Divorce Mediation,['Michael Aurit'],290,team-member,https://auritmediation.com/team/michael-aurit/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/team/michael-gangnath/,Michael Gangnath | The Aurit Center for Divorce Mediation,['Michael Gangnath'],227,team-member,https://auritmediation.com/team/michael-gangnath/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/the-2026-arizona-divorce-cost-guide/,2026 Arizona Divorce Cost Guide | The Aurit Center for Divorce Mediation,['The 2026 Arizona Divorce Cost Guide: A Comprehensive Roadmap'],4587,post,https://auritmediation.com/the-2026-arizona-divorce-cost-guide/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/the-complete-guide-to-military-divorce/,Military Divorce – The complete guide,['Military Divorce – The complete guide'],4429,post,https://auritmediation.com/the-complete-guide-to-military-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/the-complete-guide-to-online-dating-after-divorce/,Online Dating After Divorce Guide | The Aurit Center for Divorce Mediation,['The Complete Guide to Online Dating After Divorce'],2009,post,https://auritmediation.com/the-complete-guide-to-online-dating-after-divorce/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/the-the-rule-of-65-spousal-maintenance-az/,“The Rule of 65” for Spousal Maintenance in Arizona,['“The Rule of 65” for Spousal Maintenance in Arizona'],2032,post,https://auritmediation.com/the-the-rule-of-65-spousal-maintenance-az/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/trial-separation/,Your Guide to Trial Separation,['Your Guide to Trial Separation'],2342,post,https://auritmediation.com/trial-separation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/understanding-average-cost-of-divorce-in-arizona/,Understanding Average Cost of Divorce in Arizona 2025,['Average Cost of Divorce in Arizona 2025'],1429,post,https://auritmediation.com/understanding-average-cost-of-divorce-in-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/virtual-divorce-mediation-in-arizona/,Is Virtual Mediation Right for Your Arizona Divorce? Pros & Cons,['Is Virtual Mediation Right for Your Arizona Divorce? Pros & Cons'],1664,post,https://auritmediation.com/virtual-divorce-mediation-in-arizona/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/virtual-online-mediation/,Virtual Divorce Mediation in Arizona | The Aurit Center for Divorce Mediation,['Online Divorce Mediation in Arizona'],2349,page,https://auritmediation.com/virtual-online-mediation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
/what-to-expect-at-your-initial-mediation-meeting-az/,What to Expect at Your First Arizona Mediation Meeting,['What to Expect at Your First Arizona Mediation Meeting'],1816,post,https://auritmediation.com/what-to-expect-at-your-initial-mediation-meeting-az/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large"
